ref	start	stop	domain	dScore	rDomain	dMatch	phylum	pScore	rPhylum	pMatch	class	cScore	rClass	cMatch	order	oScore	rOrder	oMatch	family	fScore	rFamily	fMatch	genus	gScore	rGenus	gMatch
402829	981	1055	Bacteria	1.0	Bacteria	1	Actinobacteria	0.9	Actinobacteria	1	Actinobacteria	0.9	Actinobacteria	1	Actinomycetales	0.85	Actinomycetales	1	Propionibacteriaceae	0.42	Actinomycetales	0	Propionibacterium	0.42	Propionibacteriaceae	0
942625	896	970	Bacteria	1.0	Bacteria	1	Deinococcus-Thermus	0.16	Firmicutes	0	Deinococci	0.16	Bacilli	0	Thermales	0.16	Bacillales	0	Thermaceae	0.16	Bacillales	0	Vulcanithermus	0.14	Staphylococcaceae	0
4367284	1198	1272	Bacteria	0.99	Bacteria	1	Bacteroidetes	0.96	Bacteroidetes	1	Bacteroidia	0.95	Bacteroidia	1	Bacteroidales	0.95	Bacteroidales	1	Bacteroidaceae	0.95	Bacteroidales	0	Bacteroides	0.95	Bacteroidaceae	0
177205	866	940	Bacteria	1.0	Bacteria	1	Bacteroidetes	0.99	Bacteroidetes	1	Bacteroidia	0.97	Bacteroidia	1	Bacteroidales	0.97	Bacteroidales	1	Bacteroidaceae	0.54	Bacteroidales	0	Bacteroides	0.54	S24-7	0
871529	1189	1263	Bacteria	1.0	Bacteria	1	Actinobacteria	0.83	Actinobacteria	1	Actinobacteria	0.83	Actinobacteria	1	Actinomycetales	0.83	Actinomycetales	1	Corynebacteriaceae	0.66	Actinomycetales	0	Corynebacterium	0.65	Corynebacteriaceae	0
651573	1111	1185	Bacteria	1.0	Bacteria	1	Firmicutes	0.87	Firmicutes	1	Bacilli	0.83	Bacilli	1	Lactobacillales	0.48	Lactobacillales	1	Lactobacillaceae	0.31	Lactobacillales	0	Lactobacillus	0.3	Lactobacillaceae	0
715736	1276	1350	Bacteria	1.0	Bacteria	1	Proteobacteria	0.96	Proteobacteria	1	Gammaproteobacteria	0.89	Gammaproteobacteria	1	Enterobacteriales	0.63	Enterobacteriales	1	Enterobacteriaceae	0.63	Enterobacteriales	0	Hafnia	0.15	Enterobacteriaceae	0
589116	547	621	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Gammaproteobacteria	0.88	Gammaproteobacteria	1	Gammaproteobacteria_incertae_sedis	0.49	Oceanospirillales	0	Arenicella	0.48	Oceanospirillales	0	Arenicella	0.48	SUP05	0
789599	475	549	Bacteria	1.0	Bacteria	1	Firmicutes	0.99	Firmicutes	1	Bacilli	0.99	Bacilli	1	Bacillales	0.99	Bacillales	1	Staphylococcaceae	0.99	Bacillales	0	Staphylococcus	0.99	Staphylococcaceae	0
405527	1067	1141	Bacteria	1.0	Bacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinomycetales	0.98	Actinomycetales	1	Corynebacteriaceae	0.77	Actinomycetales	0	Corynebacterium	0.77	Corynebacteriaceae	0
1123934	1287	1361	Bacteria	1.0	Bacteria	1	Firmicutes	0.59	Firmicutes	1	Clostridia	0.48	Clostridia	1	Clostridiales	0.47	SHA-98	0	Heliobacteriaceae	0.29	SHA-98	0	Heliobacillus	0.0	NA	NA	4398076	340	414	Bacteria	1.0	Bacteria	1	Proteobacteria	0.99	Proteobacteria	1	Gammaproteobacteria	0.99	Gammaproteobacteria	1	Enterobacteriales	0.92	Enterobacteriales	1	Enterobacteriaceae	0.92	Enterobacteriales	0	Salmonella	0.79	Enterobacteriaceae	0
952604	181	255	Bacteria	1.0	Bacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinomycetales	0.99	Actinomycetales	1	Propionibacteriaceae	0.81	Actinomycetales	0	Propionibacterium	0.8	Propionibacteriaceae	0
683512	1243	1317	Bacteria	1.0	Bacteria	1	Bacteroidetes	1.0	Bacteroidetes	1	Flavobacteria	1.0	Flavobacteriia	0	Flavobacteriales	1.0	Flavobacteriales	1	Flavobacteriaceae	1.0	Flavobacteriales	0	Maribacter	0.71	Flavobacteriaceae	0
660053	485	559	Bacteria	1.0	Bacteria	1	Firmicutes	0.97	Firmicutes	1	Bacilli	0.97	Bacilli	1	Bacillales	0.97	Bacillales	1	Staphylococcaceae	0.95	Bacillales	0	Staphylococcus	0.95	Staphylococcaceae	0
423127	656	730	Bacteria	1.0	Bacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinomycetales	1.0	Actinomycetales	1	Corynebacteriaceae	0.42	Actinomycetales	0	Corynebacterium	0.42	Corynebacteriaceae	0
1069137	748	822	Bacteria	1.0	Bacteria	1	Proteobacteria	0.99	Proteobacteria	1	Betaproteobacteria	0.98	Betaproteobacteria	1	Burkholderiales	0.98	Burkholderiales	1	Comamonadaceae	0.97	Burkholderiales	0	Pseudorhodoferax	0.56	Comamonadaceae	0
1076671	564	638	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Bacillales	0.99	Bacillales	1	Staphylococcaceae	0.97	Bacillales	0	Staphylococcus	0.97	Staphylococcaceae	0
4330410	685	759	Bacteria	1.0	Bacteria	1	Bacteroidetes	1.0	Bacteroidetes	1	Flavobacteria	0.9	Flavobacteriia	0	Flavobacteriales	0.9	Flavobacteriales	1	Flavobacteriaceae	0.9	Flavobacteriales	0	Chryseobacterium	0.48	[Weeksellaceae]	0
989168	933	1007	Bacteria	1.0	Bacteria	1	Actinobacteria	0.66	Actinobacteria	1	Actinobacteria	0.66	Actinobacteria	1	Actinomycetales	0.66	Actinomycetales	1	Pseudonocardiaceae	0.39	Actinomycetales	0	Actinomycetospora	0.3	Corynebacteriaceae	0
1110849	140	214	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Gammaproteobacteria	1.0	Gammaproteobacteria	1	Enterobacteriales	1.0	Enterobacteriales	1	Enterobacteriaceae	1.0	Enterobacteriales	0	Citrobacter	0.59	Enterobacteriaceae	0
69200	811	885	Bacteria	1.0	Bacteria	1	Cyanobacteria/Chloroplast	0.67	Cyanobacteria	0	Cyanobacteria	0.61	Synechococcophycideae	0	Family II	0.38	Synechococcales	0	Family II	0.38	Synechococcales	0	GpIIa	0.38	Synechococcaceae	0
1134654	596	670	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Gammaproteobacteria	0.99	Gammaproteobacteria	1	Pseudomonadales	0.98	Pseudomonadales	1	Pseudomonadaceae	0.98	Pseudomonadales	0	Pseudomonas	0.69	Pseudomonadaceae	0
4473520	682	756	Bacteria	1.0	Bacteria	1	Proteobacteria	0.86	Proteobacteria	1	Alphaproteobacteria	0.69	Alphaproteobacteria	1	Rhizobiales	0.61	Rhizobiales	1	Phyllobacteriaceae	0.32	Rhizobiales	0	Mesorhizobium	0.21	Phyllobacteriaceae	0
166660	322	396	Bacteria	1.0	Bacteria	1	Actinobacteria	0.93	Proteobacteria	0	Actinobacteria	0.93	Deltaproteobacteria	0	Actinomycetales	0.93	Desulfovibrionales	0	Kineosporiaceae	0.5	Desulfovibrionales	0	Kineosporia	0.5	Desulfovibrionaceae	0
4444513	109	183	Bacteria	0.75	Bacteria	1	Actinobacteria	0.12	GN01	0	Actinobacteria	0.12	NA	NA	Actinomycetales	0.12	NA	NA	Micromonosporaceae	0.03	NA	NA	Pseudosporangium	0.0	NA	NA	174125	137	211	Bacteria	0.9	Bacteria	1	Bacteroidetes	0.27	Bacteroidetes	1	Flavobacteria	0.14	Bacteroidia	0	Flavobacteriales	0.14	Bacteroidales	0	Flavobacteriaceae	0.09	Bacteroidales	0	Bergeyella	0.01	[Paraprevotellaceae]	0
120570	267	341	Bacteria	1.0	Bacteria	1	Firmicutes	0.8	Firmicutes	1	Clostridia	0.8	Clostridia	1	Clostridiales	0.8	Clostridiales	1	Ruminococcaceae	0.77	Clostridiales	0	Oscillibacter	0.43	Ruminococcaceae	0
311726	1436	1510	Bacteria	0.91	Bacteria	1	Firmicutes	0.42	Planctomycetes	0	Clostridia	0.36	[Brocadiae]	0	Clostridiales	0.36	Brocadiales	0	Clostridiaceae 1	0.1	Brocadiales	0	Fervidicella	0.06	Brocadiaceae	0
364685	525	599	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Gammaproteobacteria	0.97	Gammaproteobacteria	1	Oceanospirillales	0.96	Oceanospirillales	1	Halomonadaceae	0.96	Oceanospirillales	0	Halomonas	0.8	Halomonadaceae	0
735192	430	504	Bacteria	1.0	Bacteria	1	Actinobacteria	0.68	Actinobacteria	1	Actinobacteria	0.68	Actinobacteria	1	Actinomycetales	0.68	Actinomycetales	1	Propionibacteriaceae	0.55	Actinomycetales	0	Propionibacterium	0.45	Propionibacteriaceae	0
327609	598	672	Bacteria	1.0	Bacteria	1	Firmicutes	0.66	Firmicutes	1	Clostridia	0.54	Clostridia	1	Clostridiales	0.54	Clostridiales	1	Clostridiaceae 3	0.04	Clostridiales	0	Caloranaerobacter	0.04	NA	NA	4357278	545	619	Bacteria	1.0	Bacteria	1	Firmicutes	0.71	Firmicutes	1	Bacilli	0.35	Clostridia	0	Bacillales	0.32	Clostridiales	0	Planococcaceae	0.11	Clostridiales	0	Psychrobacillus	0.09	[Tissierellaceae]	0
35995	841	915	Bacteria	1.0	Bacteria	1	Proteobacteria	0.96	Proteobacteria	1	Gammaproteobacteria	0.96	Gammaproteobacteria	1	Oceanospirillales	0.21	Alteromonadales	0	Halomonadaceae	0.21	Alteromonadales	0	Halomonas	0.21	HTCC2188	0
49423	446	520	Bacteria	1.0	Bacteria	1	Cyanobacteria/Chloroplast	0.99	Proteobacteria	0	Cyanobacteria	0.99	Betaproteobacteria	0	Family XI	0.9	Burkholderiales	0	Family XI	0.9	Burkholderiales	0	GpXI	0.9	Comamonadaceae	0
426668	851	925	Bacteria	1.0	Bacteria	1	Proteobacteria	0.92	Proteobacteria	1	Betaproteobacteria	0.91	Betaproteobacteria	1	Burkholderiales	0.91	Burkholderiales	1	Comamonadaceae	0.89	Burkholderiales	0	Acidovorax	0.89	Comamonadaceae	0
1145408	580	654	Bacteria	1.0	Bacteria	1	Cyanobacteria/Chloroplast	1.0	Cyanobacteria	0	Chloroplast	1.0	Chloroplast	1	Chloroplast	1.0	Stramenopiles	0	Chloroplast	1.0	Stramenopiles	0	Bacillariophyta	1.0	NA	NA	1069182	141	215	Bacteria	1.0	Bacteria	1	Bacteroidetes	0.52	Bacteroidetes	1	Bacteroidia	0.44	Bacteroidia	1	Bacteroidales	0.44	Bacteroidales	1	Porphyromonadaceae	0.42	Bacteroidales	0	Porphyromonas	0.42	Porphyromonadaceae	0
9931	203	277	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Firmicutes	0	Gammaproteobacteria	1.0	Bacilli	0	Enterobacteriales	1.0	Bacillales	0	Enterobacteriaceae	1.0	Bacillales	0	Pantoea	0.89	Staphylococcaceae	0
681268	907	981	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Betaproteobacteria	1.0	Betaproteobacteria	1	Burkholderiales	1.0	Burkholderiales	1	Burkholderiaceae	1.0	Burkholderiales	0	Cupriavidus	0.71	Oxalobacteraceae	0
386798	1050	1124	Bacteria	1.0	Bacteria	1	Actinobacteria	1.0	Bacteroidetes	0	Actinobacteria	1.0	Bacteroidia	0	Actinomycetales	1.0	Bacteroidales	0	Corynebacteriaceae	0.93	Bacteroidales	0	Corynebacterium	0.93	NA	NA	893543	613	687	Bacteria	1.0	Bacteria	1	Actinobacteria	0.76	Actinobacteria	1	Actinobacteria	0.76	Actinobacteria	1	Actinomycetales	0.76	Actinomycetales	1	Micrococcaceae	0.58	Actinomycetales	0	Rothia	0.55	Corynebacteriaceae	0
4372713	655	729	Bacteria	1.0	Bacteria	1	Firmicutes	0.99	Firmicutes	1	Bacilli	0.99	Bacilli	1	Bacillales	0.98	Bacillales	1	Bacillaceae 2	0.86	Bacillales	0	Oceanobacillus	0.75	Bacillaceae	0
674629	280	354	Bacteria	1.0	Bacteria	1	Proteobacteria	0.82	Proteobacteria	1	Betaproteobacteria	0.72	Betaproteobacteria	1	Neisseriales	0.27	Neisseriales	1	Neisseriaceae	0.27	Neisseriales	0	Neisseria	0.27	Neisseriaceae	0
942631	1053	1127	Bacteria	1.0	Bacteria	1	Firmicutes	0.89	Firmicutes	1	Bacilli	0.89	Bacilli	1	Bacillales	0.77	Bacillales	1	Staphylococcaceae	0.77	Bacillales	0	Staphylococcus	0.77	Staphylococcaceae	0
705339	1103	1177	Bacteria	1.0	Bacteria	1	Proteobacteria	0.82	Acidobacteria	0	Gammaproteobacteria	0.23	Acidobacteriia	0	Acidithiobacillales	0.21	Acidobacteriales	0	Acidithiobacillaceae	0.21	Acidobacteriales	0	Acidithiobacillus	0.21	Koribacteraceae	0
731332	638	712	Bacteria	1.0	Bacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinomycetales	0.99	Actinomycetales	1	Corynebacteriaceae	0.67	Actinomycetales	0	Corynebacterium	0.67	Corynebacteriaceae	0
1137717	320	394	Bacteria	1.0	Bacteria	1	Proteobacteria	0.65	Acidobacteria	0	Alphaproteobacteria	0.43	Sva0725	0	Rhizobiales	0.32	Sva0725	0	Brucellaceae	0.28	Sva0725	0	Ochrobactrum	0.28	NA	NA	293468	754	828	Bacteria	1.0	Bacteria	1	Proteobacteria	0.96	Proteobacteria	1	Gammaproteobacteria	0.91	Gammaproteobacteria	1	Enterobacteriales	0.53	Enterobacteriales	1	Enterobacteriaceae	0.53	Enterobacteriales	0	Pantoea	0.32	Enterobacteriaceae	0
1049675	235	309	Bacteria	0.98	Bacteria	1	Firmicutes	0.85	Firmicutes	1	Bacilli	0.77	Bacilli	1	Bacillales	0.77	Bacillales	1	Bacillaceae 2	0.42	Bacillales	0	Pontibacillus	0.22	Staphylococcaceae	0
389299	1176	1250	Bacteria	1.0	Bacteria	1	Actinobacteria	0.98	Actinobacteria	1	Actinobacteria	0.98	Actinobacteria	1	Actinomycetales	0.98	Actinomycetales	1	Corynebacteriaceae	0.97	Actinomycetales	0	Corynebacterium	0.97	Corynebacteriaceae	0
124674	370	444	Bacteria	1.0	Bacteria	1	Bacteroidetes	0.85	Bacteroidetes	1	Bacteroidia	0.68	Bacteroidia	1	Bacteroidales	0.68	Bacteroidales	1	Prevotellaceae	0.67	Bacteroidales	0	Hallella	0.36	Prevotellaceae	0
1073622	1110	1184	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	0.99	Bacilli	1	Lactobacillales	0.9	Lactobacillales	1	Streptococcaceae	0.79	Lactobacillales	0	Streptococcus	0.79	Streptococcaceae	0
461777	103	177	Archaea	1.0	Bacteria	0	Crenarchaeota	1.0	Bacteroidetes	0	Thermoprotei	1.0	Bacteroidia	0	Sulfolobales	1.0	Bacteroidales	0	Sulfolobaceae	1.0	Bacteroidales	0	Sulfolobus	1.0	NA	NA	227067	423	497	Bacteria	0.99	Bacteria	1	Chlorobi	0.1	OP3	0	Chlorobia	0.1	koll11	0	Chlorobiales	0.1	GIF10	0	Chlorobiaceae	0.1	GIF10	0	Chlorobaculum	0.08	kpj58rc	0
864505	599	673	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Bacillales	0.98	Bacillales	1	Staphylococcaceae	0.98	Bacillales	0	Staphylococcus	0.98	Staphylococcaceae	0
319621	788	862	Bacteria	1.0	Bacteria	1	Bacteroidetes	1.0	TM7	0	Bacteroidia	1.0	TM7-1	0	Bacteroidales	1.0	NA	NA	Bacteroidaceae	1.0	NA	NA	Bacteroides	1.0	NA	NA	4401953	259	333	Bacteria	1.0	Bacteria	1	Proteobacteria	0.8	Proteobacteria	1	Betaproteobacteria	0.64	Betaproteobacteria	1	Burkholderiales	0.64	Burkholderiales	1	Burkholderiaceae	0.49	Burkholderiales	0	Burkholderia	0.37	Oxalobacteraceae	0
463971	633	707	Bacteria	1.0	Bacteria	1	Actinobacteria	1.0	Bacteroidetes	0	Actinobacteria	1.0	Bacteroidia	0	Actinomycetales	1.0	Bacteroidales	0	Corynebacteriaceae	0.45	Bacteroidales	0	Corynebacterium	0.45	Bacteroidaceae	0
490911	199	273	Bacteria	1.0	Bacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinomycetales	1.0	Actinomycetales	1	Propionibacteriaceae	0.62	Actinomycetales	0	Propionibacterium	0.62	Propionibacteriaceae	0
1038924	101	175	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Bacillales	1.0	Bacillales	1	Staphylococcaceae	0.98	Bacillales	0	Staphylococcus	0.94	Staphylococcaceae	0
762048	559	633	Bacteria	1.0	Bacteria	1	Cyanobacteria/Chloroplast	1.0	Cyanobacteria	0	Chloroplast	1.0	Chloroplast	1	Chloroplast	1.0	Streptophyta	0	Chloroplast	1.0	Streptophyta	0	Streptophyta	1.0	NA	NA	620883	1107	1181	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Gammaproteobacteria	1.0	Gammaproteobacteria	1	Pseudomonadales	1.0	Pseudomonadales	1	Moraxellaceae	1.0	Pseudomonadales	0	Psychrobacter	0.99	Moraxellaceae	0
4423449	80	154	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Gammaproteobacteria	1.0	Gammaproteobacteria	1	Enterobacteriales	1.0	Enterobacteriales	1	Enterobacteriaceae	1.0	Enterobacteriales	0	Enterobacter	0.41	Enterobacteriaceae	0
263402	1048	1122	Bacteria	1.0	Bacteria	1	Firmicutes	0.75	Firmicutes	1	Clostridia	0.54	Clostridia	1	Clostridiales	0.54	Clostridiales	1	Lachnospiraceae	0.17	Clostridiales	0	Coprococcus	0.16	NA	NA	910787	1079	1153	Bacteria	1.0	Bacteria	1	Firmicutes	0.99	Firmicutes	1	Bacilli	0.99	Bacilli	1	Lactobacillales	0.99	Lactobacillales	1	Streptococcaceae	0.87	Lactobacillales	0	Streptococcus	0.87	Streptococcaceae	0
610664	899	973	Bacteria	1.0	Bacteria	1	Deinococcus-Thermus	0.28	GAL15	0	Deinococci	0.28	NA	NA	Thermales	0.28	NA	NA	Thermaceae	0.28	NA	NA	Oceanithermus	0.15	NA	NA	762753	70	144	Bacteria	1.0	Bacteria	1	Bacteroidetes	1.0	Bacteroidetes	1	Flavobacteria	1.0	Flavobacteriia	0	Flavobacteriales	1.0	Flavobacteriales	1	Flavobacteriaceae	1.0	Flavobacteriales	0	Chryseobacterium	0.64	[Weeksellaceae]	0
441204	113	187	Bacteria	1.0	Bacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinomycetales	0.99	Actinomycetales	1	Corynebacteriaceae	0.93	Actinomycetales	0	Corynebacterium	0.93	Corynebacteriaceae	0
983071	424	498	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Lactobacillales	1.0	Lactobacillales	1	Streptococcaceae	1.0	Lactobacillales	0	Streptococcus	1.0	Streptococcaceae	0
278012	253	327	Bacteria	1.0	Bacteria	1	Firmicutes	0.85	Acidobacteria	0	Bacilli	0.51	AT-s54	0	Bacillales	0.4	NA	NA	Bacillaceae 2	0.16	NA	NA	Alkalibacillus	0.1	NA	NA	923411	357	431	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Bacillales	1.0	Bacillales	1	Staphylococcaceae	1.0	Bacillales	0	Staphylococcus	1.0	Staphylococcaceae	0
3533410	570	644	Bacteria	1.0	Bacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinomycetales	0.99	Actinomycetales	1	Streptomycetaceae	0.93	Actinomycetales	0	Streptomyces	0.68	Streptomycetaceae	0
493399	796	870	Bacteria	1.0	Bacteria	1	Actinobacteria	0.7	Actinobacteria	1	Actinobacteria	0.7	Actinobacteria	1	Actinomycetales	0.67	Actinomycetales	1	Corynebacteriaceae	0.23	Actinomycetales	0	Corynebacterium	0.23	Corynebacteriaceae	0
4432300	373	447	Bacteria	0.94	Bacteria	1	Firmicutes	0.35	KSB3	0	Bacilli	0.18	NA	NA	Bacillales	0.18	NA	NA	Alicyclobacillaceae	0.16	NA	NA	Alicyclobacillaceae_incertae_sedis	0.16	NA	NA	3321857	159	233	Bacteria	0.92	Bacteria	1	Actinobacteria	0.3	Planctomycetes	0	Actinobacteria	0.3	vadinHA49	0	Actinomycetales	0.27	PeHg47	0	Propionibacteriaceae	0.06	PeHg47	0	Propionicimonas	0.05	NA	NA	630415	624	698	Bacteria	1.0	Bacteria	1	Firmicutes	0.97	Firmicutes	1	Bacilli	0.84	Bacilli	1	Lactobacillales	0.78	Lactobacillales	1	Streptococcaceae	0.54	Lactobacillales	0	Streptococcus	0.54	Streptococcaceae	0
4445535	974	1048	Bacteria	0.89	Bacteria	1	Proteobacteria	0.76	Proteobacteria	1	Deltaproteobacteria	0.61	Deltaproteobacteria	1	Desulfobacterales	0.58	Desulfobacterales	1	Desulfobacteraceae	0.5	Desulfobacterales	0	Desulfocella	0.2	Desulfobacteraceae	0
951515	115	189	Bacteria	0.95	Bacteria	1	Firmicutes	0.17	Actinobacteria	0	Bacilli	0.13	Actinobacteria	0	Bacillales	0.12	Actinomycetales	0	Staphylococcaceae	0.07	Actinomycetales	0	Nosocomiicoccus	0.07	Microbacteriaceae	0
775599	338	412	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Bacillales	0.97	Bacillales	1	Staphylococcaceae	0.96	Bacillales	0	Staphylococcus	0.82	Staphylococcaceae	0
1129327	1316	1390	Bacteria	1.0	Bacteria	1	Proteobacteria	0.92	Proteobacteria	1	Alphaproteobacteria	0.89	Alphaproteobacteria	1	Sphingomonadales	0.76	Sphingomonadales	1	Sphingomonadaceae	0.71	Sphingomonadales	0	Sphingobium	0.63	Sphingomonadaceae	0
4368573	386	460	Bacteria	1.0	Bacteria	1	Bacteroidetes	0.98	Bacteroidetes	1	Bacteroidia	0.9	Bacteroidia	1	Bacteroidales	0.9	Bacteroidales	1	Bacteroidaceae	0.86	Bacteroidales	0	Bacteroides	0.86	Bacteroidaceae	0
378560	342	416	Bacteria	1.0	Bacteria	1	Actinobacteria	0.97	Caldiserica	0	Actinobacteria	0.97	OP5	0	Actinomycetales	0.97	LF045	0	Corynebacteriaceae	0.8	LF045	0	Corynebacterium	0.8	NA	NA	997881	286	360	Bacteria	1.0	Bacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinomycetales	0.95	Actinomycetales	1	Propionibacteriaceae	0.34	Actinomycetales	0	Propionibacterium	0.34	Propionibacteriaceae	0
822584	856	930	Bacteria	1.0	Bacteria	1	Proteobacteria	0.97	Proteobacteria	1	Alphaproteobacteria	0.95	Alphaproteobacteria	1	Rhodobacterales	0.82	Rhodobacterales	1	Rhodobacteraceae	0.82	Rhodobacterales	0	Shimia	0.63	Rhodobacteraceae	0
881931	673	747	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Bacteroidetes	0	Bacilli	1.0	Flavobacteriia	0	Bacillales	0.96	Flavobacteriales	0	Staphylococcaceae	0.94	Flavobacteriales	0	Staphylococcus	0.93	Flavobacteriaceae	0
1005760	196	270	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Clostridia	1.0	Clostridia	1	Clostridiales	1.0	Clostridiales	1	Clostridiales_Incertae Sedis XI	0.99	Clostridiales	0	Anaerococcus	0.99	[Tissierellaceae]	0
4414200	260	334	Bacteria	1.0	Bacteria	1	Firmicutes	0.38	Firmicutes	1	Bacilli	0.38	Bacilli	1	Bacillales	0.38	Bacillales	1	Bacillaceae 1	0.1	Bacillales	0	Geobacillus	0.07	Bacillaceae	0
4399523	755	829	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Betaproteobacteria	0.77	Betaproteobacteria	1	Burkholderiales	0.77	Burkholderiales	1	Burkholderiaceae	0.72	Burkholderiales	0	Cupriavidus	0.28	Oxalobacteraceae	0
112724	875	949	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Gammaproteobacteria	1.0	Gammaproteobacteria	1	Vibrionales	0.97	Vibrionales	1	Vibrionaceae	0.97	Vibrionales	0	Vibrio	0.94	Vibrionaceae	0
699572	1135	1209	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Bacillales	0.97	Bacillales	1	Staphylococcaceae	0.94	Bacillales	0	Staphylococcus	0.94	Staphylococcaceae	0
232262	144	218	Bacteria	1.0	Bacteria	1	Firmicutes	0.84	Firmicutes	1	Clostridia	0.79	Clostridia	1	Clostridiales	0.76	Clostridiales	1	Lachnospiraceae	0.62	Clostridiales	0	Marvinbryantia	0.25	NA	NA	972407	115	189	Bacteria	1.0	Bacteria	1	Actinobacteria	0.97	Actinobacteria	1	Actinobacteria	0.97	Actinobacteria	1	Actinomycetales	0.97	Actinomycetales	1	Propionibacteriaceae	0.95	Actinomycetales	0	Propionibacterium	0.95	Propionibacteriaceae	0
56165	840	914	Bacteria	1.0	Bacteria	1	Proteobacteria	0.95	Firmicutes	0	Epsilonproteobacteria	0.95	Bacilli	0	Campylobacterales	0.95	Bacillales	0	Campylobacteraceae	0.5	Bacillales	0	Campylobacter	0.5	Staphylococcaceae	0
1079844	252	326	Bacteria	1.0	Bacteria	1	Firmicutes	0.98	Firmicutes	1	Bacilli	0.98	Bacilli	1	Bacillales	0.94	Bacillales	1	Staphylococcaceae	0.73	Bacillales	0	Staphylococcus	0.73	Staphylococcaceae	0
460011	327	401	Bacteria	1.0	Bacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinomycetales	1.0	Actinomycetales	1	Mycobacteriaceae	0.55	Actinomycetales	0	Mycobacterium	0.55	Corynebacteriaceae	0
343836	257	331	Bacteria	1.0	Bacteria	1	Firmicutes	0.99	Spirochaetes	0	Bacilli	0.88	Spirochaetes	0	Lactobacillales	0.84	Spirochaetales	0	Carnobacteriaceae	0.76	Spirochaetales	0	Trichococcus	0.75	Spirochaetaceae	0
3025242	836	910	Bacteria	1.0	Bacteria	1	Firmicutes	0.91	Firmicutes	1	Clostridia	0.64	Clostridia	1	Clostridiales	0.64	Clostridiales	1	Lachnospiraceae	0.64	Clostridiales	0	Clostridium XlVa	0.64	Lachnospiraceae	0
245484	1306	1380	Bacteria	1.0	Bacteria	1	Proteobacteria	0.98	Proteobacteria	1	Gammaproteobacteria	0.81	Gammaproteobacteria	1	Pseudomonadales	0.38	Alteromonadales	0	Pseudomonadaceae	0.38	Alteromonadales	0	Azomonas	0.24	Alteromonadaceae	0
812803	12	86	Bacteria	0.98	Bacteria	1	Firmicutes	0.26	Nitrospirae	0	Clostridia	0.07	Nitrospira	0	Natranaerobiales	0.03	Nitrospirales	0	Natranaerobiaceae	0.03	Nitrospirales	0	Dethiobacter	0.03	0319-6A21	0
893804	860	934	Bacteria	1.0	Bacteria	1	Actinobacteria	0.96	Actinobacteria	1	Actinobacteria	0.96	Actinobacteria	1	Actinomycetales	0.96	Actinomycetales	1	Nocardiaceae	0.44	Actinomycetales	0	Rhodococcus	0.11	Corynebacteriaceae	0
